"","LOB","MC","ROB"
"Low_Prob_1",NA,357.039272590324,NA
"Low_Prob_2",NA,NA,NA
"Low_Prob_3",NA,NA,NA
"Low_Prob_4",NA,NA,NA
"Med_Prob_1",NA,915.31600082463,NA
"Med_Prob_2",NA,NA,NA
"Med_Prob_3",NA,NA,NA
"Med_Prob_4",NA,NA,NA
"High_Prob_1",NA,1557.10055376028,NA
"High_Prob_2",NA,NA,NA
"High_Prob_3",NA,NA,NA
"High_Prob_4",NA,NA,NA
