"","month","water_year","position","days_per_month"
"1",1,2010,"LOB",0
"2",1,2010,"MC",1
"3",1,2010,"ROB",1
"4",1,2011,"LOB",0
"5",1,2011,"MC",1
"6",1,2011,"ROB",2
"7",1,2012,"LOB",0
"8",1,2012,"MC",2
"9",1,2012,"ROB",3
"10",1,2013,"LOB",0
"11",1,2013,"MC",0
"12",1,2013,"ROB",0
"13",1,2014,"LOB",0
"14",1,2014,"MC",1
"15",1,2014,"ROB",2
"16",1,2015,"LOB",0
"17",1,2015,"MC",2
"18",1,2015,"ROB",2
"19",1,2016,"LOB",0
"20",1,2016,"MC",10
"21",1,2016,"ROB",12
"22",2,2010,"LOB",0
"23",2,2010,"MC",3
"24",2,2010,"ROB",4
"25",2,2011,"LOB",0
"26",2,2011,"MC",0
"27",2,2011,"ROB",0
"28",2,2012,"LOB",0
"29",2,2012,"MC",0
"30",2,2012,"ROB",2
"31",2,2013,"LOB",0
"32",2,2013,"MC",1
"33",2,2013,"ROB",2
"34",2,2014,"LOB",0
"35",2,2014,"MC",1
"36",2,2014,"ROB",1
"37",2,2015,"LOB",0
"38",2,2015,"MC",1
"39",2,2015,"ROB",1
"40",2,2016,"LOB",0
"41",2,2016,"MC",4
"42",2,2016,"ROB",7
"43",3,2010,"LOB",0
"44",3,2010,"MC",5
"45",3,2010,"ROB",7
"46",3,2011,"LOB",0
"47",3,2011,"MC",2
"48",3,2011,"ROB",2
"49",3,2012,"LOB",0
"50",3,2012,"MC",0
"51",3,2012,"ROB",0
"52",3,2013,"LOB",0
"53",3,2013,"MC",2
"54",3,2013,"ROB",2
"55",3,2014,"LOB",0
"56",3,2014,"MC",1
"57",3,2014,"ROB",2
"58",3,2015,"LOB",0
"59",3,2015,"MC",2
"60",3,2015,"ROB",3
"61",3,2016,"LOB",0
"62",3,2016,"MC",0
"63",3,2016,"ROB",0
"64",4,2010,"LOB",0
"65",4,2010,"MC",0
"66",4,2010,"ROB",0
"67",4,2011,"LOB",0
"68",4,2011,"MC",3
"69",4,2011,"ROB",4
"70",4,2012,"LOB",0
"71",4,2012,"MC",0
"72",4,2012,"ROB",0
"73",4,2013,"LOB",0
"74",4,2013,"MC",1
"75",4,2013,"ROB",1
"76",4,2014,"LOB",0
"77",4,2014,"MC",0
"78",4,2014,"ROB",0
"79",4,2015,"LOB",0
"80",4,2015,"MC",1
"81",4,2015,"ROB",1
"82",4,2016,"LOB",0
"83",4,2016,"MC",0
"84",4,2016,"ROB",0
"85",5,2010,"LOB",0
"86",5,2010,"MC",1
"87",5,2010,"ROB",1
"88",5,2011,"LOB",0
"89",5,2011,"MC",0
"90",5,2011,"ROB",0
"91",5,2012,"LOB",0
"92",5,2012,"MC",1
