"","month","water_year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2010,"MC",31,3,3
"2",1,2011,"MC",35,3,2
"3",1,2012,"MC",31,5,5
"4",1,2013,"MC",52,0,0
"5",1,2014,"MC",42,4,4
"6",1,2015,"MC",45,5,6
"7",1,2016,"MC",31,15,15
"8",2,2010,"MC",28,7,7
"9",2,2011,"MC",31,1,1
"10",2,2012,"MC",28,4,4
"11",2,2013,"MC",35,5,3
"12",2,2014,"MC",7,3,3
"13",2,2015,"MC",30,2,2
"14",2,2016,"MC",31,13,11
"15",3,2010,"MC",31,15,17
"16",3,2011,"MC",32,5,5
"17",3,2012,"MC",31,3,1
"18",3,2013,"MC",8,2,3
"19",3,2014,"MC",8,3,4
"20",3,2015,"MC",19,5,3
"21",3,2016,"MC",26,2,2
"22",4,2010,"MC",30,5,0
"23",4,2011,"MC",32,5,4
"24",4,2012,"MC",37,0,0
"25",4,2013,"MC",42,3,2
"26",4,2014,"MC",16,1,1
"27",4,2015,"MC",26,2,3
"28",4,2016,"MC",14,1,1
"29",5,2010,"MC",34,3,2
"30",5,2011,"MC",34,0,0
"31",5,2012,"MC",32,2,3
"32",5,2013,"MC",0,0,0
"33",5,2014,"MC",17,4,3
"34",5,2015,"MC",22,2,1
"35",5,2016,"MC",34,2,2
"36",6,2010,"MC",34,0,0
"37",6,2011,"MC",31,0,0
"38",6,2012,"MC",30,0,0
"39",6,2013,"MC",2,0,0
"40",6,2014,"MC",2,0,0
"41",6,2015,"MC",17,0,0
"42",6,2016,"MC",31,0,0
"43",7,2010,"MC",40,0,0
"44",7,2011,"MC",37,0,0
"45",7,2012,"MC",30,0,0
"46",7,2013,"MC",4,0,0
"47",7,2014,"MC",24,0,0
"48",7,2015,"MC",2,0,0
"49",7,2016,"MC",34,0,0
"50",8,2010,"MC",36,0,0
"51",8,2011,"MC",29,0,0
"52",8,2012,"MC",36,0,0
"53",8,2013,"MC",11,0,0
"54",8,2014,"MC",28,0,0
"55",8,2015,"MC",3,0,0
"56",8,2016,"MC",45,0,0
"57",9,2010,"MC",38,0,0
"58",9,2011,"MC",28,0,0
"59",9,2012,"MC",4,0,0
"60",9,2013,"MC",18,0,0
"61",9,2014,"MC",37,0,0
"62",9,2015,"MC",1,0,0
"63",9,2016,"MC",32,0,0
"64",10,2010,"MC",38,12,7
"65",10,2011,"MC",33,3,2
"66",10,2012,"MC",20,3,2
"67",10,2013,"MC",1,1,0
"68",10,2014,"MC",16,0,0
"69",10,2015,"MC",14,3,3
"70",10,2016,"MC",36,4,2
"71",11,2010,"MC",30,5,4
"72",11,2011,"MC",30,6,6
"73",11,2012,"MC",40,5,5
"74",11,2013,"MC",6,2,2
"75",11,2014,"MC",42,2,2
"76",11,2015,"MC",2,0,0
"77",11,2016,"MC",31,5,3
"78",12,2010,"MC",31,15,16
"79",12,2011,"MC",33,4,3
"80",12,2012,"MC",31,18,8
"81",12,2013,"MC",8,2,2
"82",12,2014,"MC",40,9,9
"83",12,2015,"MC",14,6,3
"84",12,2016,"MC",30,10,9
