"","season","position","water_year","Probability_Threshold","value"
"1","non_critical","MC",2010,"Low",100
"2","critical","MC",2010,"Low",100
"3","non_critical","MC",2011,"Low",100
"4","critical","MC",2011,"Low",100
"5","non_critical","MC",2012,"Low",100
"6","critical","MC",2012,"Low",100
"7","non_critical","MC",2013,"Low",100
"8","critical","MC",2013,"Low",100
"9","non_critical","MC",2014,"Low",97.1118721461187
"10","critical","MC",2014,"Low",97.1118721461187
"11","non_critical","MC",2015,"Low",100
"12","critical","MC",2015,"Low",100
"13","non_critical","MC",2016,"Low",100
"14","critical","MC",2016,"Low",100
"15","non_critical","LOB",2010,"Low",7.08985043954789
"16","critical","LOB",2010,"Low",7.08985043954789
"17","non_critical","LOB",2011,"Low",3.10792349726776
"18","critical","LOB",2011,"Low",3.10792349726776
"19","non_critical","LOB",2012,"Low",0.844748858447489
"20","critical","LOB",2012,"Low",0.844748858447489
"21","non_critical","LOB",2013,"Low",0.513698630136986
"22","critical","LOB",2013,"Low",0.513698630136986
"23","non_critical","LOB",2014,"Low",0.650684931506849
"24","critical","LOB",2014,"Low",0.650684931506849
"25","non_critical","LOB",2015,"Low",0.683060109289617
"26","critical","LOB",2015,"Low",0.683060109289617
"27","non_critical","LOB",2016,"Low",7.04337899543379
"28","critical","LOB",2016,"Low",7.04337899543379
"29","non_critical","ROB",2010,"Low",10.903071126841
"30","critical","ROB",2010,"Low",10.903071126841
"31","non_critical","ROB",2011,"Low",4.87249544626594
"32","critical","ROB",2011,"Low",4.87249544626594
"33","non_critical","ROB",2012,"Low",0.93607305936073
"34","critical","ROB",2012,"Low",0.93607305936073
"35","non_critical","ROB",2013,"Low",0.547945205479452
"36","critical","ROB",2013,"Low",0.547945205479452
"37","non_critical","ROB",2014,"Low",0.707762557077626
"38","critical","ROB",2014,"Low",0.707762557077626
"39","non_critical","ROB",2015,"Low",0.728597449908925
"40","critical","ROB",2015,"Low",0.728597449908925
"41","non_critical","ROB",2016,"Low",11.0502283105023
"42","critical","ROB",2016,"Low",11.0502283105023
"43","non_critical","MC",2010,"Medium",100
"44","critical","MC",2010,"Medium",100
"45","non_critical","MC",2011,"Medium",100
"46","critical","MC",2011,"Medium",100
"47","non_critical","MC",2012,"Medium",100
"48","critical","MC",2012,"Medium",100
"49","non_critical","MC",2013,"Medium",100
"50","critical","MC",2013,"Medium",100
"51","non_critical","MC",2014,"Medium",87.0547945205479
"52","critical","MC",2014,"Medium",87.0547945205479
"53","non_critical","MC",2015,"Medium",98.2809653916211
"54","critical","MC",2015,"Medium",98.2809653916211
"55","non_critical","MC",2016,"Medium",99.1095890410959
"56","critical","MC",2016,"Medium",99.1095890410959
"57","non_critical","LOB",2010,"Medium",3.33371389428017
"58","critical","LOB",2010,"Medium",3.33371389428017
"59","non_critical","LOB",2011,"Medium",1.27504553734062
"60","critical","LOB",2011,"Medium",1.27504553734062
"61","non_critical","LOB",2012,"Medium",0.605022831050228
"62","critical","LOB",2012,"Medium",0.605022831050228
"63","non_critical","LOB",2013,"Medium",0.410958904109589
"64","critical","LOB",2013,"Medium",0.410958904109589
"65","non_critical","LOB",2014,"Medium",0.445205479452055
"66","critical","LOB",2014,"Medium",0.445205479452055
"67","non_critical","LOB",2015,"Medium",0.52367941712204
"68","critical","LOB",2015,"Medium",0.52367941712204
"69","non_critical","LOB",2016,"Medium",1.1986301369863
"70","critical","LOB",2016,"Medium",1.1986301369863
"71","non_critical","ROB",2010,"Medium",3.73330288845759
"72","critical","ROB",2010,"Medium",3.73330288845759
"73","non_critical","ROB",2011,"Medium",2.09471766848816
"74","critical","ROB",2011,"Medium",2.09471766848816
"75","non_critical","ROB",2012,"Medium",0.707762557077626
"76","critical","ROB",2012,"Medium",0.707762557077626
"77","non_critical","ROB",2013,"Medium",0.445205479452055
"78","critical","ROB",2013,"Medium",0.445205479452055
"79","non_critical","ROB",2014,"Medium",0.525114155251142
"80","critical","ROB",2014,"Medium",0.525114155251142
"81","non_critical","ROB",2015,"Medium",0.569216757741348
"82","critical","ROB",2015,"Medium",0.569216757741348
"83","non_critical","ROB",2016,"Medium",1.97488584474886
"84","critical","ROB",2016,"Medium",1.97488584474886
"85","non_critical","MC",2010,"High",98.0705559995433
"86","critical","MC",2010,"High",98.0705559995433
"87","non_critical","MC",2011,"High",93.8524590163934
"88","critical","MC",2011,"High",93.8524590163934
"89","non_critical","MC",2012,"High",100
"90","critical","MC",2012,"High",100
"91","non_critical","MC",2013,"High",99.9200913242009
"92","critical","MC",2013,"High",99.9200913242009
"93","non_critical","MC",2014,"High",62.5799086757991
"94","critical","MC",2014,"High",62.5799086757991
"95","non_critical","MC",2015,"High",88.0122950819672
"96","critical","MC",2015,"High",88.0122950819672
"97","non_critical","MC",2016,"High",97.4200913242009
"98","critical","MC",2016,"High",97.4200913242009
"99","non_critical","LOB",2010,"High",2.8427902728622
"100","critical","LOB",2010,"High",2.8427902728622
"101","non_critical","LOB",2011,"High",0.831056466302368
"102","critical","LOB",2011,"High",0.831056466302368
"103","non_critical","LOB",2012,"High",0.422374429223744
"104","critical","LOB",2012,"High",0.422374429223744
"105","non_critical","LOB",2013,"High",0.342465753424658
"106","critical","LOB",2013,"High",0.342465753424658
"107","non_critical","LOB",2014,"High",0.365296803652968
"108","critical","LOB",2014,"High",0.365296803652968
"109","non_critical","LOB",2015,"High",0.364298724954463
"110","critical","LOB",2015,"High",0.364298724954463
"111","non_critical","LOB",2016,"High",0.91324200913242
"112","critical","LOB",2016,"High",0.91324200913242
"113","non_critical","ROB",2010,"High",3.18529512501427
"114","critical","ROB",2010,"High",3.18529512501427
"115","non_critical","ROB",2011,"High",1.11566484517304
"116","critical","ROB",2011,"High",1.11566484517304
"117","non_critical","ROB",2012,"High",0.547945205479452
"118","critical","ROB",2012,"High",0.547945205479452
"119","non_critical","ROB",2013,"High",0.399543378995434
"120","critical","ROB",2013,"High",0.399543378995434
"121","non_critical","ROB",2014,"High",0.422374429223744
"122","critical","ROB",2014,"High",0.422374429223744
"123","non_critical","ROB",2015,"High",0.500910746812386
"124","critical","ROB",2015,"High",0.500910746812386
"125","non_critical","ROB",2016,"High",1.11872146118721
"126","critical","ROB",2016,"High",1.11872146118721
"127","non_critical","MC",2010,"Low.Seasonal",100
"128","critical","MC",2010,"Low.Seasonal",100
"129","non_critical","MC",2011,"Low.Seasonal",100
"130","critical","MC",2011,"Low.Seasonal",100
"131","non_critical","MC",2012,"Low.Seasonal",100
"132","critical","MC",2012,"Low.Seasonal",100
"133","non_critical","MC",2013,"Low.Seasonal",100
"134","critical","MC",2013,"Low.Seasonal",100
"135","non_critical","MC",2014,"Low.Seasonal",99.9771062271062
"136","critical","MC",2014,"Low.Seasonal",94.2622950819672
"137","non_critical","MC",2015,"Low.Seasonal",100
"138","critical","MC",2015,"Low.Seasonal",100
"139","non_critical","MC",2016,"Low.Seasonal",100
"140","critical","MC",2016,"Low.Seasonal",100
"141","non_critical","LOB",2010,"Low.Seasonal",9.892374627891
"142","critical","LOB",2010,"Low.Seasonal",4.30327868852459
"143","non_critical","LOB",2011,"Low.Seasonal",5.76047358834244
"144","critical","LOB",2011,"Low.Seasonal",0.455373406193078
"145","non_critical","LOB",2012,"Low.Seasonal",1.51098901098901
"146","critical","LOB",2012,"Low.Seasonal",0.182149362477231
"147","non_critical","LOB",2013,"Low.Seasonal",0.961538461538462
"148","critical","LOB",2013,"Low.Seasonal",0.0683060109289618
"149","non_critical","LOB",2014,"Low.Seasonal",1.03021978021978
"150","critical","LOB",2014,"Low.Seasonal",0.273224043715847
"151","non_critical","LOB",2015,"Low.Seasonal",1.183970856102
"152","critical","LOB",2015,"Low.Seasonal",0.182149362477231
"153","non_critical","LOB",2016,"Low.Seasonal",3.22802197802198
"154","critical","LOB",2016,"Low.Seasonal",10.8378870673953
"155","non_critical","ROB",2010,"Low.Seasonal",13.7852072360888
"156","critical","ROB",2010,"Low.Seasonal",8.03734061930783
"157","non_critical","ROB",2011,"Low.Seasonal",9.22131147540984
"158","critical","ROB",2011,"Low.Seasonal",0.52367941712204
"159","non_critical","ROB",2012,"Low.Seasonal",1.62545787545788
"160","critical","ROB",2012,"Low.Seasonal",0.250455373406193
"161","non_critical","ROB",2013,"Low.Seasonal",1.03021978021978
"162","critical","ROB",2013,"Low.Seasonal",0.0683060109289618
"163","non_critical","ROB",2014,"Low.Seasonal",1.07600732600733
"164","critical","ROB",2014,"Low.Seasonal",0.341530054644809
"165","non_critical","ROB",2015,"Low.Seasonal",1.25227686703097
"166","critical","ROB",2015,"Low.Seasonal",0.204918032786885
"167","non_critical","ROB",2016,"Low.Seasonal",4.00641025641026
"168","critical","ROB",2016,"Low.Seasonal",18.0555555555556
"169","non_critical","MC",2010,"Medium.Seasonal",100
"170","critical","MC",2010,"Medium.Seasonal",100
"171","non_critical","MC",2011,"Medium.Seasonal",100
"172","critical","MC",2011,"Medium.Seasonal",100
"173","non_critical","MC",2012,"Medium.Seasonal",100
"174","critical","MC",2012,"Medium.Seasonal",100
"175","non_critical","MC",2013,"Medium.Seasonal",100
"176","critical","MC",2013,"Medium.Seasonal",100
"177","non_critical","MC",2014,"Medium.Seasonal",98.6034798534799
"178","critical","MC",2014,"Medium.Seasonal",75.5692167577414
"179","non_critical","MC",2015,"Medium.Seasonal",96.5619307832423
"180","critical","MC",2015,"Medium.Seasonal",100
"181","non_critical","MC",2016,"Medium.Seasonal",98.2142857142857
"182","critical","MC",2016,"Medium.Seasonal",100
"183","non_critical","LOB",2010,"Medium.Seasonal",4.57980306846806
"184","critical","LOB",2010,"Medium.Seasonal",2.09471766848816
