"","month","water_year","position","days_per_month"
"1",1,2010,"LOB",31
"2",1,2010,"MC",31
"3",1,2010,"ROB",31
"4",1,2011,"LOB",31
"5",1,2011,"MC",31
"6",1,2011,"ROB",31
"7",1,2012,"LOB",31
"8",1,2012,"MC",31
"9",1,2012,"ROB",31
"10",1,2013,"LOB",31
"11",1,2013,"MC",31
"12",1,2013,"ROB",31
"13",1,2014,"LOB",31
"14",1,2014,"MC",31
"15",1,2014,"ROB",31
"16",1,2015,"LOB",20
"17",1,2015,"MC",28
"18",1,2015,"ROB",20
"19",1,2016,"LOB",14
"20",1,2016,"MC",14
"21",1,2016,"ROB",14
"22",2,2010,"LOB",28
"23",2,2010,"MC",28
"24",2,2010,"ROB",28
"25",2,2011,"LOB",29
"26",2,2011,"MC",29
"27",2,2011,"ROB",29
"28",2,2012,"LOB",27
"29",2,2012,"MC",28
"30",2,2012,"ROB",27
"31",2,2013,"LOB",28
"32",2,2013,"MC",28
"33",2,2013,"ROB",28
"34",2,2014,"LOB",24
"35",2,2014,"MC",27
"36",2,2014,"ROB",24
"37",2,2015,"LOB",24
"38",2,2015,"MC",28
"39",2,2015,"ROB",24
"40",2,2016,"LOB",28
"41",2,2016,"MC",28
"42",2,2016,"ROB",28
"43",3,2010,"LOB",31
"44",3,2010,"MC",31
"45",3,2010,"ROB",31
"46",3,2011,"LOB",13
"47",3,2011,"MC",17
"48",3,2011,"ROB",13
"49",3,2012,"LOB",31
"50",3,2012,"MC",31
"51",3,2012,"ROB",31
"52",3,2013,"LOB",17
"53",3,2013,"MC",22
"54",3,2013,"ROB",17
"55",3,2014,"LOB",31
"56",3,2014,"MC",31
"57",3,2014,"ROB",31
"58",3,2015,"LOB",0
"59",3,2015,"MC",4
"60",3,2015,"ROB",0
"61",3,2016,"LOB",23
"62",3,2016,"MC",23
"63",3,2016,"ROB",23
"64",4,2010,"LOB",30
"65",4,2010,"MC",30
"66",4,2010,"ROB",30
"67",4,2011,"LOB",24
"68",4,2011,"MC",28
"69",4,2011,"ROB",24
"70",4,2012,"LOB",30
"71",4,2012,"MC",30
"72",4,2012,"ROB",30
"73",4,2013,"LOB",30
"74",4,2013,"MC",30
"75",4,2013,"ROB",30
"76",4,2014,"LOB",21
"77",4,2014,"MC",28
"78",4,2014,"ROB",21
"79",4,2015,"LOB",1
"80",4,2015,"MC",4
"81",4,2015,"ROB",1
"82",4,2016,"LOB",0
"83",4,2016,"MC",2
"84",4,2016,"ROB",0
"85",5,2010,"LOB",31
"86",5,2010,"MC",31
"87",5,2010,"ROB",31
"88",5,2011,"LOB",25
"89",5,2011,"MC",28
"90",5,2011,"ROB",25
"91",5,2012,"LOB",31
"92",5,2012,"MC",31
"93",5,2012,"ROB",31
"94",5,2013,"LOB",26
"95",5,2013,"MC",28
"96",5,2013,"ROB",26
"97",5,2014,"LOB",19
"98",5,2014,"MC",22
"99",5,2014,"ROB",19
"100",5,2015,"LOB",0
"101",5,2015,"MC",0
"102",5,2015,"ROB",0
"103",5,2016,"LOB",0
"104",5,2016,"MC",9
"105",5,2016,"ROB",0
"106",6,2010,"LOB",30
"107",6,2010,"MC",30
"108",6,2010,"ROB",30
"109",6,2011,"LOB",21
"110",6,2011,"MC",25
"111",6,2011,"ROB",21
"112",6,2012,"LOB",29
"113",6,2012,"MC",30
"114",6,2012,"ROB",29
"115",6,2013,"LOB",30
"116",6,2013,"MC",30
"117",6,2013,"ROB",30
"118",6,2014,"LOB",0
"119",6,2014,"MC",4
"120",6,2014,"ROB",0
"121",6,2015,"LOB",0
"122",6,2015,"MC",0
"123",6,2015,"ROB",0
"124",6,2016,"LOB",0
"125",6,2016,"MC",0
"126",6,2016,"ROB",0
"127",7,2010,"LOB",25
"128",7,2010,"MC",26
"129",7,2010,"ROB",25
"130",7,2011,"LOB",31
"131",7,2011,"MC",31
"132",7,2011,"ROB",31
"133",7,2012,"LOB",30
"134",7,2012,"MC",31
"135",7,2012,"ROB",30
"136",7,2013,"LOB",31
"137",7,2013,"MC",31
"138",7,2013,"ROB",31
"139",7,2014,"LOB",4
"140",7,2014,"MC",12
"141",7,2014,"ROB",4
"142",7,2015,"LOB",0
"143",7,2015,"MC",0
"144",7,2015,"ROB",0
"145",7,2016,"LOB",0
"146",7,2016,"MC",0
"147",7,2016,"ROB",0
"148",8,2010,"LOB",19
"149",8,2010,"MC",22
"150",8,2010,"ROB",19
"151",8,2011,"LOB",31
"152",8,2011,"MC",31
"153",8,2011,"ROB",31
"154",8,2012,"LOB",21
"155",8,2012,"MC",24
"156",8,2012,"ROB",21
"157",8,2013,"LOB",30
"158",8,2013,"MC",31
"159",8,2013,"ROB",30
"160",8,2014,"LOB",0
"161",8,2014,"MC",1
"162",8,2014,"ROB",0
"163",8,2015,"LOB",0
"164",8,2015,"MC",0
"165",8,2015,"ROB",0
"166",8,2016,"LOB",0
"167",8,2016,"MC",0
"168",8,2016,"ROB",0
"169",9,2010,"LOB",27
"170",9,2010,"MC",29
"171",9,2010,"ROB",27
"172",9,2011,"LOB",30
"173",9,2011,"MC",30
"174",9,2011,"ROB",30
"175",9,2012,"LOB",0
"176",9,2012,"MC",4
"177",9,2012,"ROB",0
"178",9,2013,"LOB",30
"179",9,2013,"MC",30
"180",9,2013,"ROB",30
"181",9,2014,"LOB",0
"182",9,2014,"MC",14
"183",9,2014,"ROB",0
"184",9,2015,"LOB",0
"185",9,2015,"MC",0
"186",9,2015,"ROB",0
"187",9,2016,"LOB",0
"188",9,2016,"MC",0
"189",9,2016,"ROB",0
"190",10,2010,"LOB",16
"191",10,2010,"MC",17
"192",10,2010,"ROB",16
"193",10,2011,"LOB",31
"194",10,2011,"MC",31
"195",10,2011,"ROB",31
"196",10,2012,"LOB",6
"197",10,2012,"MC",11
"198",10,2012,"ROB",6
"199",10,2013,"LOB",0
"200",10,2013,"MC",1
"201",10,2013,"ROB",0
"202",10,2014,"LOB",14
"203",10,2014,"MC",21
"204",10,2014,"ROB",14
"205",10,2015,"LOB",0
"206",10,2015,"MC",1
"207",10,2015,"ROB",0
"208",10,2016,"LOB",0
"209",10,2016,"MC",0
"210",10,2016,"ROB",0
"211",11,2010,"LOB",4
"212",11,2010,"MC",11
"213",11,2010,"ROB",4
"214",11,2011,"LOB",30
"215",11,2011,"MC",30
"216",11,2011,"ROB",30
"217",11,2012,"LOB",12
"218",11,2012,"MC",28
"219",11,2012,"ROB",12
"220",11,2013,"LOB",20
"221",11,2013,"MC",26
"222",11,2013,"ROB",20
"223",11,2014,"LOB",29
