"","month","water_year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"234",12,2010,"ROB",15,14,13
"235",12,2011,"LOB",3,2,1
"236",12,2011,"MC",31,34,26
"237",12,2011,"ROB",3,2,1
"238",12,2012,"LOB",10,5,4
"239",12,2012,"MC",31,31,31
"240",12,2012,"ROB",10,5,4
"241",12,2013,"LOB",2,2,2
"242",12,2013,"MC",31,31,4
"243",12,2013,"ROB",2,2,2
"244",12,2014,"LOB",9,4,4
"245",12,2014,"MC",31,31,31
"246",12,2014,"ROB",9,4,4
"247",12,2015,"LOB",4,2,1
"248",12,2015,"MC",34,30,7
"249",12,2015,"ROB",4,2,1
"250",12,2016,"LOB",7,7,5
"251",12,2016,"MC",31,32,28
"252",12,2016,"ROB",7,7,5
