"","month","water_year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2010,"LOB",3,2,1
"2",1,2010,"MC",31,31,31
"3",1,2010,"ROB",3,2,1
"4",1,2011,"LOB",2,2,2
"5",1,2011,"MC",31,32,22
"6",1,2011,"ROB",2,2,2
"7",1,2012,"LOB",4,3,3
"8",1,2012,"MC",31,31,31
"9",1,2012,"ROB",4,3,3
"10",1,2013,"LOB",0,0,0
"11",1,2013,"MC",31,31,14
"12",1,2013,"ROB",0,0,0
"13",1,2014,"LOB",3,2,2
"14",1,2014,"MC",31,31,28
"15",1,2014,"ROB",3,2,2
"16",1,2015,"LOB",5,5,4
"17",1,2015,"MC",31,31,9
"18",1,2015,"ROB",5,5,4
"19",1,2016,"LOB",14,11,10
"20",1,2016,"MC",31,31,45
"21",1,2016,"ROB",14,11,10
"22",2,2010,"LOB",5,5,4
"23",2,2010,"MC",30,30,28
"24",2,2010,"ROB",5,5,4
"25",2,2011,"LOB",0,0,0
"26",2,2011,"MC",29,29,23
"27",2,2011,"ROB",0,0,0
"28",2,2012,"LOB",3,1,0
"29",2,2012,"MC",28,28,28
"30",2,2012,"ROB",3,1,0
"31",2,2013,"LOB",4,4,3
"32",2,2013,"MC",28,28,33
"33",2,2013,"ROB",4,4,3
"34",2,2014,"LOB",1,1,0
"35",2,2014,"MC",28,28,6
"36",2,2014,"ROB",1,1,0
"37",2,2015,"LOB",2,1,1
"38",2,2015,"MC",29,29,2
"39",2,2015,"ROB",2,1,1
"40",2,2016,"LOB",11,10,6
"41",2,2016,"MC",28,28,28
"42",2,2016,"ROB",11,10,6
"43",3,2010,"LOB",22,10,7
"44",3,2010,"MC",31,31,31
"45",3,2010,"ROB",22,10,7
"46",3,2011,"LOB",5,3,4
"47",3,2011,"MC",32,33,27
"48",3,2011,"ROB",5,3,4
"49",3,2012,"LOB",1,1,1
"50",3,2012,"MC",31,31,32
"51",3,2012,"ROB",1,1,1
"52",3,2013,"LOB",1,3,2
"53",3,2013,"MC",31,31,8
"54",3,2013,"ROB",1,3,2
"55",3,2014,"LOB",4,3,3
"56",3,2014,"MC",31,31,10
"57",3,2014,"ROB",4,3,3
"58",3,2015,"LOB",3,3,3
"59",3,2015,"MC",31,31,26
"60",3,2015,"ROB",3,3,3
"61",3,2016,"LOB",1,1,1
"62",3,2016,"MC",31,31,23
"63",3,2016,"ROB",1,1,1
"64",4,2010,"LOB",5,0,0
"65",4,2010,"MC",30,30,27
"66",4,2010,"ROB",5,0,0
"67",4,2011,"LOB",4,2,2
"68",4,2011,"MC",31,30,27
"69",4,2011,"ROB",4,2,2
"70",4,2012,"LOB",0,0,0
"71",4,2012,"MC",30,30,30
"72",4,2012,"ROB",0,0,0
"73",4,2013,"LOB",1,1,0
"74",4,2013,"MC",30,29,19
"75",4,2013,"ROB",1,1,0
"76",4,2014,"LOB",0,0,0
"77",4,2014,"MC",30,30,4
"78",4,2014,"ROB",0,0,0
"79",4,2015,"LOB",3,0,0
"80",4,2015,"MC",30,30,6
"81",4,2015,"ROB",3,0,0
"82",4,2016,"LOB",1,1,0
"83",4,2016,"MC",30,30,1
"84",4,2016,"ROB",1,1,0
"85",5,2010,"LOB",3,2,2
"86",5,2010,"MC",31,32,5
"87",5,2010,"ROB",3,2,2
"88",5,2011,"LOB",0,0,0
"89",5,2011,"MC",31,31,2
"90",5,2011,"ROB",0,0,0
"91",5,2012,"LOB",2,1,1
"92",5,2012,"MC",31,31,28
"93",5,2012,"ROB",2,1,1
"94",5,2013,"LOB",0,0,0
"95",5,2013,"MC",31,30,5
"96",5,2013,"ROB",0,0,0
"97",5,2014,"LOB",1,1,1
"98",5,2014,"MC",31,32,4
"99",5,2014,"ROB",1,1,1
"100",5,2015,"LOB",2,1,0
"101",5,2015,"MC",31,31,3
"102",5,2015,"ROB",2,1,0
"103",5,2016,"LOB",0,0,0
"104",5,2016,"MC",31,31,2
"105",5,2016,"ROB",0,0,0
"106",6,2010,"LOB",0,0,0
"107",6,2010,"MC",30,30,12
"108",6,2010,"ROB",0,0,0
"109",6,2011,"LOB",0,0,0
"110",6,2011,"MC",30,30,0
"111",6,2011,"ROB",0,0,0
"112",6,2012,"LOB",0,0,0
"113",6,2012,"MC",30,30,30
"114",6,2012,"ROB",0,0,0
"115",6,2013,"LOB",0,0,0
"116",6,2013,"MC",30,30,17
"117",6,2013,"ROB",0,0,0
"118",6,2014,"LOB",0,0,0
"119",6,2014,"MC",30,30,0
"120",6,2014,"ROB",0,0,0
"121",6,2015,"LOB",0,0,0
"122",6,2015,"MC",30,30,0
"123",6,2015,"ROB",0,0,0
"124",6,2016,"LOB",0,0,0
"125",6,2016,"MC",30,30,0
"126",6,2016,"ROB",0,0,0
"127",7,2010,"LOB",0,0,0
"128",7,2010,"MC",31,33,2
"129",7,2010,"ROB",0,0,0
"130",7,2011,"LOB",0,0,0
"131",7,2011,"MC",31,31,8
"132",7,2011,"ROB",0,0,0
"133",7,2012,"LOB",0,0,0
"134",7,2012,"MC",31,31,26
"135",7,2012,"ROB",0,0,0
"136",7,2013,"LOB",0,0,0
"137",7,2013,"MC",31,31,0
"138",7,2013,"ROB",0,0,0
"139",7,2014,"LOB",0,0,0
"140",7,2014,"MC",31,31,3
"141",7,2014,"ROB",0,0,0
"142",7,2015,"LOB",0,0,0
"143",7,2015,"MC",31,31,0
"144",7,2015,"ROB",0,0,0
"145",7,2016,"LOB",0,0,0
"146",7,2016,"MC",31,31,0
"147",7,2016,"ROB",0,0,0
"148",8,2010,"LOB",0,0,0
"149",8,2010,"MC",31,32,0
"150",8,2010,"ROB",0,0,0
"151",8,2011,"LOB",0,0,0
"152",8,2011,"MC",31,31,7
"153",8,2011,"ROB",0,0,0
"154",8,2012,"LOB",0,0,0
"155",8,2012,"MC",31,31,31
"156",8,2012,"ROB",0,0,0
"157",8,2013,"LOB",0,0,0
"158",8,2013,"MC",31,31,0
"159",8,2013,"ROB",0,0,0
"160",8,2014,"LOB",0,0,0
"161",8,2014,"MC",31,31,0
"162",8,2014,"ROB",0,0,0
"163",8,2015,"LOB",0,0,0
"164",8,2015,"MC",31,31,0
"165",8,2015,"ROB",0,0,0
"166",8,2016,"LOB",0,0,0
"167",8,2016,"MC",31,31,1
"168",8,2016,"ROB",0,0,0
"169",9,2010,"LOB",0,0,0
"170",9,2010,"MC",30,30,12
"171",9,2010,"ROB",0,0,0
"172",9,2011,"LOB",0,0,0
"173",9,2011,"MC",30,30,8
"174",9,2011,"ROB",0,0,0
"175",9,2012,"LOB",0,0,0
"176",9,2012,"MC",30,30,30
"177",9,2012,"ROB",0,0,0
"178",9,2013,"LOB",0,0,0
"179",9,2013,"MC",30,30,0
"180",9,2013,"ROB",0,0,0
"181",9,2014,"LOB",0,0,0
"182",9,2014,"MC",30,30,12
"183",9,2014,"ROB",0,0,0
"184",9,2015,"LOB",0,0,0
"185",9,2015,"MC",30,30,0
"186",9,2015,"ROB",0,0,0
"187",9,2016,"LOB",0,0,0
"188",9,2016,"MC",30,31,0
"189",9,2016,"ROB",0,0,0
"190",10,2010,"LOB",5,4,5
"191",10,2010,"MC",31,32,32
"192",10,2010,"ROB",5,4,5
"193",10,2011,"LOB",1,1,1
"194",10,2011,"MC",31,33,25
"195",10,2011,"ROB",1,1,1
"196",10,2012,"LOB",0,0,0
"197",10,2012,"MC",31,32,4
"198",10,2012,"ROB",0,0,0
"199",10,2013,"LOB",0,0,0
"200",10,2013,"MC",31,36,10
"201",10,2013,"ROB",0,0,0
"202",10,2014,"LOB",0,0,0
"203",10,2014,"MC",31,30,0
"204",10,2014,"ROB",0,0,0
"205",10,2015,"LOB",1,0,0
"206",10,2015,"MC",31,31,28
"207",10,2015,"ROB",1,0,0
"208",10,2016,"LOB",2,1,1
"209",10,2016,"MC",31,31,5
"210",10,2016,"ROB",2,1,1
"211",11,2010,"LOB",3,3,3
"212",11,2010,"MC",31,31,10
"213",11,2010,"ROB",3,3,3
"214",11,2011,"LOB",5,2,2
"215",11,2011,"MC",30,30,34
"216",11,2011,"ROB",5,2,2
"217",11,2012,"LOB",5,3,3
"218",11,2012,"MC",30,30,16
"219",11,2012,"ROB",5,3,3
"220",11,2013,"LOB",2,1,1
"221",11,2013,"MC",30,30,6
"222",11,2013,"ROB",2,1,1
"223",11,2014,"LOB",2,1,1
"224",11,2014,"MC",30,30,2
"225",11,2014,"ROB",2,1,1
"226",11,2015,"LOB",0,0,0
"227",11,2015,"MC",30,35,2
"228",11,2015,"ROB",0,0,0
"229",11,2016,"LOB",3,2,2
"230",11,2016,"MC",30,30,4
"231",11,2016,"ROB",3,2,2
"232",12,2010,"LOB",15,14,13
"233",12,2010,"MC",33,34,21
