"","month","water_year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2010,"LOB",4,3,3
"2",1,2010,"MC",3,3,3
"3",1,2010,"ROB",1,1,1
"4",1,2011,"LOB",2,2,2
"5",1,2011,"MC",2,2,2
"6",1,2011,"ROB",2,2,2
"7",1,2012,"LOB",10,5,3
"8",1,2012,"MC",10,5,3
"9",1,2012,"ROB",2,1,1
"10",1,2013,"LOB",0,0,0
"11",1,2013,"MC",0,0,0
"12",1,2013,"ROB",0,0,0
"13",1,2014,"LOB",4,4,2
"14",1,2014,"MC",4,4,2
"15",1,2014,"ROB",2,2,1
"16",1,2015,"LOB",5,5,5
"17",1,2015,"MC",5,5,5
"18",1,2015,"ROB",4,4,3
"19",1,2016,"LOB",12,13,12
"20",1,2016,"MC",12,13,12
"21",1,2016,"ROB",10,9,6
"22",2,2010,"LOB",9,5,5
"23",2,2010,"MC",9,5,5
"24",2,2010,"ROB",5,4,4
"25",2,2011,"LOB",1,1,0
"26",2,2011,"MC",1,1,0
"27",2,2011,"ROB",0,0,0
"28",2,2012,"LOB",3,3,1
"29",2,2012,"MC",3,3,1
"30",2,2012,"ROB",0,0,0
"31",2,2013,"LOB",4,4,3
"32",2,2013,"MC",4,4,3
"33",2,2013,"ROB",4,4,4
"34",2,2014,"LOB",4,2,1
"35",2,2014,"MC",4,2,1
"36",2,2014,"ROB",1,0,0
"37",2,2015,"LOB",2,2,2
"38",2,2015,"MC",2,2,2
"39",2,2015,"ROB",1,1,1
"40",2,2016,"LOB",17,12,12
"41",2,2016,"MC",15,12,12
"42",2,2016,"ROB",5,2,2
"43",3,2010,"LOB",16,22,11
"44",3,2010,"MC",16,23,11
"45",3,2010,"ROB",6,4,4
"46",3,2011,"LOB",5,7,4
"47",3,2011,"MC",5,7,4
"48",3,2011,"ROB",3,3,2
"49",3,2012,"LOB",2,1,1
"50",3,2012,"MC",2,1,1
"51",3,2012,"ROB",1,1,1
"52",3,2013,"LOB",2,1,2
"53",3,2013,"MC",2,1,2
"54",3,2013,"ROB",1,1,1
"55",3,2014,"LOB",5,4,4
"56",3,2014,"MC",5,4,4
"57",3,2014,"ROB",1,0,0
"58",3,2015,"LOB",5,3,3
"59",3,2015,"MC",5,3,3
"60",3,2015,"ROB",3,3,2
"61",3,2016,"LOB",3,2,1
"62",3,2016,"MC",3,2,1
"63",3,2016,"ROB",0,0,0
"64",4,2010,"LOB",11,6,0
"65",4,2010,"MC",10,6,0
"66",4,2010,"ROB",0,0,0
